Время	T1	T2	T3	T4
2019-12-08T18:14:23	-100	-100	-100	-100
2019-12-08T18:14:33	-100	-100	-100	-100
2019-12-08T18:14:43	-100	-100	-100	-100
2019-12-08T18:14:53	-100	-100	-100	-100
2019-12-08T18:15:03	-100	-100	-100	-100
2019-12-08T18:15:13	-100	-100	-100	-100
2019-12-08T18:15:23	-100	-100	-100	-100
2019-12-08T18:15:33	-100	-100	-100	-100
2019-12-08T18:15:43	-100	-100	-100	-100
2019-12-08T18:15:53	-100	-100	-100	-100
2019-12-08T18:16:03	-100	-100	-100	-100
2019-12-08T18:16:13	-100	-100	-100	-100
2019-12-08T18:16:23	-100	-100	-100	-100
2019-12-08T18:16:33	-100	-100	-100	-100
2019-12-08T18:16:43	-100	-100	-100	-100
2019-12-08T18:16:53	-100	-100	-100	-100
2019-12-08T18:17:03	-100	-100	-100	-100
2019-12-08T18:17:13	-100	-100	-100	-100
2019-12-08T18:17:23	-100	-100	-100	-100
2019-12-08T18:17:33	-100	-100	-100	-100
2019-12-08T18:17:43	-100	-100	-100	-100
2019-12-08T18:17:53	-100	-100	-100	-100
2019-12-08T18:18:03	-100	-100	-100	-100
2019-12-08T18:18:13	-100	-100	-100	-100
2019-12-08T18:18:23	-100	-100	-100	-100
2019-12-08T18:18:33	-100	-100	-100	-100
2019-12-08T18:18:43	-100	-100	-100	-100
2019-12-08T18:18:53	-100	-100	-100	-100
2019-12-08T18:19:03	-100	-100	-100	-100
2019-12-08T18:19:13	-100	-100	-100	-100
2019-12-08T18:19:23	-100	-100	-100	-100
2019-12-08T18:19:33	-100	-100	-100	-100
2019-12-08T18:19:43	-100	-100	-100	-100
2019-12-08T18:19:53	-100	-100	-100	-100
2019-12-08T18:20:03	-100	-100	-100	-100
2019-12-08T18:20:13	-100	-100	-100	-100
2019-12-08T18:20:23	-100	-100	-100	-100
2019-12-08T18:20:33	-100	-100	-100	-100
2019-12-08T18:20:43	-100	-100	-100	-100
2019-12-08T18:20:53	-100	-100	-100	-100
2019-12-08T18:21:03	-100	-100	-100	-100
2019-12-08T18:21:13	-100	-100	-100	-100
2019-12-08T18:21:23	-100	-100	-100	-100
2019-12-08T18:21:33	-100	-100	-100	-100
2019-12-08T18:21:43	-100	-100	-100	-100
2019-12-08T18:21:53	-100	-100	-100	-100
2019-12-08T18:22:03	-100	-100	-100	-100
2019-12-08T18:22:13	-100	-100	-100	-100
2019-12-08T18:22:23	-100	-100	-100	-100
2019-12-08T18:22:33	-100	-100	-100	-100
2019-12-08T18:22:43	-100	-100	-100	-100
2019-12-08T18:22:53	-100	-100	-100	-100
2019-12-08T18:23:03	-100	-100	-100	-100
2019-12-08T18:23:13	-100	-100	-100	-100
2019-12-08T18:23:23	-100	-100	-100	-100
2019-12-08T18:23:33	-100	-100	-100	-100
2019-12-08T18:23:43	-100	-100	-100	-100
2019-12-08T18:23:53	-100	-100	-100	-100
2019-12-08T18:24:03	-100	-100	-100	-100
2019-12-08T18:24:13	-100	-100	-100	-100
2019-12-08T18:24:23	-100	-100	-100	-100
2019-12-08T18:24:33	-100	-100	-100	-100
2019-12-08T18:24:43	-100	-100	-100	-100
2019-12-08T18:24:53	-100	-100	-100	-100
2019-12-08T18:25:03	-100	-100	-100	-100
2019-12-08T18:25:13	-100	-100	-100	-100
2019-12-08T18:25:23	-100	-100	-100	-100
2019-12-08T18:25:33	-100	-100	-100	-100
2019-12-08T18:25:43	-100	-100	-100	-100
2019-12-08T18:25:53	-100	-100	-100	-100
2019-12-08T18:26:03	-100	-100	-100	-100
2019-12-08T18:26:13	-100	-100	-100	-100
2019-12-08T18:26:23	-100	-100	-100	-100
2019-12-08T18:26:33	-100	-100	-100	-100
2019-12-08T18:26:43	-100	-100	-100	-100
2019-12-08T18:26:53	-100	-100	-100	-100
2019-12-08T18:27:03	-100	-100	-100	-100
2019-12-08T18:27:13	-100	-100	-100	-100
2019-12-08T18:27:23	-100	-100	-100	-100
2019-12-08T18:27:33	-100	-100	-100	-100
2019-12-08T18:27:43	-100	-100	-100	-100
2019-12-08T18:27:53	-100	-100	-100	-100
2019-12-08T18:28:03	-100	-100	-100	-100
2019-12-08T18:28:13	-100	-100	-100	-100
2019-12-08T18:28:23	-100	-100	-100	-100
2019-12-08T18:28:33	-100	-100	-100	-100
2019-12-08T18:28:43	-100	-100	-100	-100
2019-12-08T18:28:53	-100	-100	-100	-100
2019-12-08T18:29:03	-100	-100	-100	-100
2019-12-08T18:29:13	-100	-100	-100	-100
2019-12-08T18:29:23	-100	-100	-100	-100
2019-12-08T18:29:33	-100	-100	-100	-100
2019-12-08T18:29:43	-100	-100	-100	-100
2019-12-08T18:29:53	-100	-100	-100	-100
2019-12-08T18:30:03	-100	-100	-100	-100
2019-12-08T18:30:13	-100	-100	-100	-100
2019-12-08T18:30:23	-100	-100	-100	-100
2019-12-08T18:30:33	-100	-100	-100	-100
2019-12-08T18:30:43	-100	-100	-100	-100
2019-12-08T18:30:53	-100	-100	-100	-100
2019-12-08T18:31:03	-100	-100	-100	-100
2019-12-08T18:31:13	-100	-100	-100	-100
2019-12-08T18:31:23	-100	-100	-100	-100
2019-12-08T18:31:33	-100	-100	-100	-100
2019-12-08T18:31:43	-100	-100	-100	-100
2019-12-08T18:31:53	-100	-100	-100	-100
2019-12-08T18:32:03	-100	-100	-100	-100
2019-12-08T18:32:13	-100	-100	-100	-100
2019-12-08T18:32:23	-100	-100	-100	-100
2019-12-08T18:32:33	-100	-100	-100	-100
2019-12-08T18:32:43	-100	-100	-100	-100
2019-12-08T18:32:53	-100	-100	-100	-100
2019-12-08T18:33:03	-100	-100	-100	-100
2019-12-08T18:33:13	-100	-100	-100	-100
2019-12-08T18:33:23	-100	-100	-100	-100
2019-12-08T18:33:33	-100	-100	-100	-100
2019-12-08T18:33:43	-100	-100	-100	-100
2019-12-08T18:33:53	-100	-100	-100	-100
2019-12-08T18:34:03	-100	-100	-100	-100
2019-12-08T18:34:13	-100	-100	-100	-100
2019-12-08T18:34:23	-100	-100	-100	-100
2019-12-08T18:34:33	-100	-100	-100	-100
2019-12-08T18:34:43	-100	-100	-100	-100
2019-12-08T18:34:53	-100	-100	-100	-100
2019-12-08T18:35:03	-100	-100	-100	-100
2019-12-08T18:35:13	-100	-100	-100	-100
2019-12-08T18:35:23	-100	-100	-100	-100
2019-12-08T18:35:33	-100	-100	-100	-100
2019-12-08T18:35:43	-100	-100	-100	-100
2019-12-08T18:35:53	-100	-100	-100	-100
2019-12-08T18:36:03	-100	-100	-100	-100
2019-12-08T18:36:13	-100	-100	-100	-100
2019-12-08T18:36:23	-100	-100	-100	-100
2019-12-08T18:36:33	-100	-100	-100	-100
2019-12-08T18:36:43	-100	-100	-100	-100
2019-12-08T18:36:53	-100	-100	-100	-100
2019-12-08T18:37:03	-100	-100	-100	-100
2019-12-08T18:37:13	-100	-100	-100	-100
2019-12-08T18:37:23	-100	-100	-100	-100
2019-12-08T18:37:33	-100	-100	-100	-100
2019-12-08T18:37:43	-100	-100	-100	-100
2019-12-08T18:37:53	-100	-100	-100	-100
2019-12-08T18:38:03	-100	-100	-100	-100
2019-12-08T18:38:13	-100	-100	-100	-100
2019-12-08T18:38:23	-100	-100	-100	-100
2019-12-08T18:38:33	-100	-100	-100	-100
2019-12-08T18:38:43	-100	-100	-100	-100
2019-12-08T18:38:53	-100	-100	-100	-100
2019-12-08T18:39:03	-100	-100	-100	-100
2019-12-08T18:39:13	-100	-100	-100	-100
2019-12-08T18:39:23	-100	-100	-100	-100
2019-12-08T18:39:33	-100	-100	-100	-100
2019-12-08T18:39:43	-100	-100	-100	-100
2019-12-08T18:39:53	-100	-100	-100	-100
2019-12-08T18:40:03	-100	-100	-100	-100
2019-12-08T18:40:13	-100	-100	-100	-100
2019-12-08T18:40:23	-100	-100	-100	-100
2019-12-08T18:40:33	-100	-100	-100	-100
2019-12-08T18:40:43	-100	-100	-100	-100
2019-12-08T18:40:53	-100	-100	-100	-100
2019-12-08T18:41:03	-100	-100	-100	-100
2019-12-08T18:41:13	-100	-100	-100	-100
2019-12-08T18:41:23	-100	-100	-100	-100
2019-12-08T18:41:33	-100	-100	-100	-100
2019-12-08T18:41:43	-100	-100	-100	-100
2019-12-08T18:41:53	-100	-100	-100	-100
2019-12-08T18:42:03	-100	-100	-100	-100
2019-12-08T18:42:13	-100	-100	-100	-100
2019-12-08T18:42:23	-100	-100	-100	-100
2019-12-08T18:42:33	-100	-100	-100	-100
2019-12-08T18:42:43	-100	-100	-100	-100
2019-12-08T18:42:53	-100	-100	-100	-100
2019-12-08T18:43:03	-100	-100	-100	-100
2019-12-08T18:43:13	-100	-100	-100	-100
2019-12-08T18:43:23	-100	-100	-100	-100
2019-12-08T18:43:33	-100	-100	-100	-100
2019-12-08T18:43:43	-100	-100	-100	-100
2019-12-08T18:43:53	-100	-100	-100	-100
2019-12-08T18:44:03	-100	-100	-100	-100
2019-12-08T18:44:13	-100	-100	-100	-100
2019-12-08T18:44:23	-100	-100	-100	-100
2019-12-08T18:44:33	-100	-100	-100	-100
2019-12-08T18:44:43	-100	-100	-100	-100
2019-12-08T18:44:53	-100	-100	-100	-100
2019-12-08T18:45:03	-100	-100	-100	-100
2019-12-08T18:45:13	-100	-100	-100	-100
2019-12-08T18:45:23	-100	-100	-100	-100
2019-12-08T18:45:33	-100	-100	-100	-100
2019-12-08T18:45:43	-100	-100	-100	-100
2019-12-08T18:45:53	-100	-100	-100	-100
2019-12-08T18:46:03	-100	-100	-100	-100
2019-12-08T18:46:13	-100	-100	-100	-100
2019-12-08T18:46:23	-100	-100	-100	-100
2019-12-08T18:46:33	-100	-100	-100	-100
2019-12-08T18:46:43	-100	-100	-100	-100
2019-12-08T18:46:53	-100	-100	-100	-100
2019-12-08T18:47:03	-100	-100	-100	-100
2019-12-08T18:47:13	-100	-100	-100	-100
2019-12-08T18:47:23	-100	-100	-100	-100
2019-12-08T18:47:33	-100	-100	-100	-100
2019-12-08T18:47:43	-100	-100	-100	-100
2019-12-08T18:47:53	-100	-100	-100	-100
2019-12-08T18:48:03	-100	-100	-100	-100
2019-12-08T18:48:13	-100	-100	-100	-100
2019-12-08T18:48:23	-100	-100	-100	-100
2019-12-08T18:48:33	-100	-100	-100	-100
2019-12-08T18:48:43	-100	-100	-100	-100
2019-12-08T18:48:53	-100	-100	-100	-100
2019-12-08T18:49:03	-100	-100	-100	-100
2019-12-08T18:49:13	-100	-100	-100	-100
2019-12-08T18:49:23	-100	-100	-100	-100
2019-12-08T18:49:33	-100	-100	-100	-100
2019-12-08T18:49:43	-100	-100	-100	-100
2019-12-08T18:49:53	-100	-100	-100	-100
2019-12-08T18:50:03	-100	-100	-100	-100
2019-12-08T18:50:13	-100	-100	-100	-100
2019-12-08T18:50:23	-100	-100	-100	-100
2019-12-08T18:50:33	-100	-100	-100	-100
2019-12-08T18:50:43	-100	-100	-100	-100
2019-12-08T18:50:53	-100	-100	-100	-100
2019-12-08T18:51:03	-100	-100	-100	-100
2019-12-08T18:51:13	-100	-100	-100	-100
2019-12-08T18:51:23	-100	-100	-100	-100
2019-12-08T18:51:33	-100	-100	-100	-100
2019-12-08T18:51:43	-100	-100	-100	-100
2019-12-08T18:51:53	-100	-100	-100	-100
2019-12-08T18:52:03	-100	-100	-100	-100
2019-12-08T18:52:13	-100	-100	-100	-100
2019-12-08T18:52:23	-100	-100	-100	-100
2019-12-08T18:52:33	-100	-100	-100	-100
2019-12-08T18:52:43	-100	-100	-100	-100
2019-12-08T18:52:53	-100	-100	-100	-100
2019-12-08T18:53:03	-100	-100	-100	-100
2019-12-08T18:53:13	-100	-100	-100	-100
2019-12-08T18:53:23	-100	-100	-100	-100
2019-12-08T18:53:33	-100	-100	-100	-100
2019-12-08T18:53:43	-100	-100	-100	-100
2019-12-08T18:53:53	-100	-100	-100	-100
2019-12-08T18:54:03	-100	-100	-100	-100
2019-12-08T18:54:13	-100	-100	-100	-100
2019-12-08T18:54:23	-100	-100	-100	-100
2019-12-08T18:54:33	-100	-100	-100	-100
2019-12-08T18:54:43	-100	-100	-100	-100
2019-12-08T18:54:53	-100	-100	-100	-100
2019-12-08T18:55:03	-100	-100	-100	-100
2019-12-08T18:55:13	-100	-100	-100	-100
2019-12-08T18:55:23	-100	-100	-100	-100
2019-12-08T18:55:33	-100	-100	-100	-100
2019-12-08T18:55:43	-100	-100	-100	-100
2019-12-08T18:55:53	-100	-100	-100	-100
2019-12-08T18:56:03	-100	-100	-100	-100
2019-12-08T18:56:13	-100	-100	-100	-100
2019-12-08T18:56:23	-100	-100	-100	-100
2019-12-08T18:56:33	-100	-100	-100	-100
2019-12-08T18:56:43	-100	-100	-100	-100
2019-12-08T18:56:53	-100	-100	-100	-100
2019-12-08T18:57:03	-100	-100	-100	-100
2019-12-08T18:57:13	-100	-100	-100	-100
2019-12-08T18:57:23	-100	-100	-100	-100
2019-12-08T18:57:33	-100	-100	-100	-100
2019-12-08T18:57:43	-100	-100	-100	-100
2019-12-08T18:57:53	-100	-100	-100	-100
2019-12-08T18:58:03	-100	-100	-100	-100
2019-12-08T18:58:13	-100	-100	-100	-100
2019-12-08T18:58:23	-100	-100	-100	-100
2019-12-08T18:58:33	-100	-100	-100	-100
2019-12-08T18:58:43	-100	-100	-100	-100
2019-12-08T18:58:53	-100	-100	-100	-100
2019-12-08T18:59:03	-100	-100	-100	-100
2019-12-08T18:59:13	-100	-100	-100	-100
2019-12-08T18:59:23	-100	-100	-100	-100
2019-12-08T18:59:33	-100	-100	-100	-100
2019-12-08T18:59:43	-100	-100	-100	-100
2019-12-08T18:59:53	-100	-100	-100	-100
2019-12-08T19:00:03	-100	-100	-100	-100
2019-12-08T19:00:13	-100	-100	-100	-100
2019-12-08T19:00:23	-100	-100	-100	-100
2019-12-08T19:00:33	-100	-100	-100	-100
2019-12-08T19:00:43	-100	-100	-100	-100
2019-12-08T19:00:53	-100	-100	-100	-100
2019-12-08T19:01:03	-100	-100	-100	-100
2019-12-08T19:01:13	-100	-100	-100	-100
2019-12-08T19:01:23	-100	-100	-100	-100
2019-12-08T19:01:33	-100	-100	-100	-100
2019-12-08T19:01:43	-100	-100	-100	-100
2019-12-08T19:01:53	-100	-100	-100	-100
2019-12-08T19:02:03	-100	-100	-100	-100
2019-12-08T19:02:13	-100	-100	-100	-100
2019-12-08T19:02:23	-100	-100	-100	-100
2019-12-08T19:02:33	-100	-100	-100	-100
2019-12-08T19:02:43	-100	-100	-100	-100
2019-12-08T19:02:53	-100	-100	-100	-100
2019-12-08T19:03:03	-100	-100	-100	-100
2019-12-08T19:03:13	-100	-100	-100	-100
2019-12-08T19:03:23	-100	-100	-100	-100
2019-12-08T19:03:33	-100	-100	-100	-100
2019-12-08T19:03:43	-100	-100	-100	-100
2019-12-08T19:03:53	-100	-100	-100	-100
2019-12-08T19:04:03	-100	-100	-100	-100
2019-12-08T19:04:13	-100	-100	-100	-100
2019-12-08T19:04:23	-100	-100	-100	-100
2019-12-08T19:04:33	-100	-100	-100	-100
2019-12-08T19:04:43	-100	-100	-100	-100
2019-12-08T19:04:53	-100	-100	-100	-100
2019-12-08T19:05:03	-100	-100	-100	-100
2019-12-08T19:05:13	-100	-100	-100	-100
2019-12-08T19:05:23	-100	-100	-100	-100
2019-12-08T19:05:33	-100	-100	-100	-100
2019-12-08T19:05:43	-100	-100	-100	-100
2019-12-08T19:05:53	-100	-100	-100	-100
2019-12-08T19:06:03	-100	-100	-100	-100
2019-12-08T19:06:13	-100	-100	-100	-100
2019-12-08T19:06:23	-100	-100	-100	-100
2019-12-08T19:06:33	-100	-100	-100	-100
2019-12-08T19:06:43	-100	-100	-100	-100
2019-12-08T19:06:53	-100	-100	-100	-100
2019-12-08T19:07:03	-100	-100	-100	-100
2019-12-08T19:07:13	-100	-100	-100	-100
2019-12-08T19:07:23	-100	-100	-100	-100
2019-12-08T19:07:33	-100	-100	-100	-100
2019-12-08T19:07:43	-100	-100	-100	-100
2019-12-08T19:07:53	-100	-100	-100	-100
2019-12-08T19:08:03	-100	-100	-100	-100
2019-12-08T19:08:13	-100	-100	-100	-100
2019-12-08T19:08:23	-100	-100	-100	-100
2019-12-08T19:08:33	-100	-100	-100	-100
2019-12-08T19:08:43	-100	-100	-100	-100
2019-12-08T19:08:53	-100	-100	-100	-100
2019-12-08T19:09:03	-100	-100	-100	-100
2019-12-08T19:09:13	-100	-100	-100	-100
2019-12-08T19:09:23	-100	-100	-100	-100
2019-12-08T19:09:33	-100	-100	-100	-100
2019-12-08T19:09:43	-100	-100	-100	-100
2019-12-08T19:09:53	-100	-100	-100	-100
2019-12-08T19:10:03	-100	-100	-100	-100
2019-12-08T19:10:13	-100	-100	-100	-100
2019-12-08T19:10:23	-100	-100	-100	-100
2019-12-08T19:10:33	-100	-100	-100	-100
2019-12-08T19:10:43	-100	-100	-100	-100
2019-12-08T19:10:53	-100	-100	-100	-100
2019-12-08T19:11:03	-100	-100	-100	-100
2019-12-08T19:11:13	-100	-100	-100	-100
2019-12-08T19:11:23	-100	-100	-100	-100
2019-12-08T19:11:33	-100	-100	-100	-100
2019-12-08T19:11:43	-100	-100	-100	-100
2019-12-08T19:11:53	-100	-100	-100	-100
2019-12-08T19:12:03	-100	-100	-100	-100
2019-12-08T19:12:13	-100	-100	-100	-100
2019-12-08T19:12:23	-100	-100	-100	-100
2019-12-08T19:12:33	-100	-100	-100	-100
2019-12-08T19:12:43	-100	-100	-100	-100
2019-12-08T19:12:53	-100	-100	-100	-100
2019-12-08T19:13:03	-100	-100	-100	-100
2019-12-08T19:13:13	-100	-100	-100	-100
2019-12-08T19:13:23	-100	-100	-100	-100
2019-12-08T19:13:33	-100	-100	-100	-100
2019-12-08T19:13:43	-100	-100	-100	-100
2019-12-08T19:13:53	-100	-100	-100	-100
2019-12-08T19:14:03	-100	-100	-100	-100
2019-12-08T19:14:13	-100	-100	-100	-100
2019-12-08T19:14:23	-100	-100	-100	-100
2019-12-08T19:14:33	-100	-100	-100	-100
2019-12-08T19:14:43	-100	-100	-100	-100
2019-12-08T19:14:53	-100	-100	-100	-100
2019-12-08T19:15:03	-100	-100	-100	-100
2019-12-08T19:15:13	-100	-100	-100	-100
2019-12-08T19:15:23	-100	-100	-100	-100
2019-12-08T19:15:33	-100	-100	-100	-100
2019-12-08T19:15:43	-100	-100	-100	-100
2019-12-08T19:15:53	-100	-100	-100	-100
2019-12-08T19:16:03	-100	-100	-100	-100
2019-12-08T19:16:13	-100	-100	-100	-100
2019-12-08T19:16:23	-100	-100	-100	-100
2019-12-08T19:16:33	-100	-100	-100	-100
2019-12-08T19:16:43	-100	-100	-100	-100
2019-12-08T19:16:53	-100	-100	-100	-100
2019-12-08T19:17:03	-100	-100	-100	-100
2019-12-08T19:17:13	-100	-100	-100	-100
2019-12-08T19:17:23	-100	-100	-100	-100
2019-12-08T19:17:33	-100	-100	-100	-100
2019-12-08T19:17:43	-100	-100	-100	-100
2019-12-08T19:17:53	-100	-100	-100	-100
2019-12-08T19:18:03	-100	-100	-100	-100
2019-12-08T19:18:13	-100	-100	-100	-100
2019-12-08T19:18:23	-100	-100	-100	-100
2019-12-08T19:18:33	-100	-100	-100	-100
2019-12-08T19:18:43	-100	-100	-100	-100
2019-12-08T19:18:53	-100	-100	-100	-100
2019-12-08T19:19:03	-100	-100	-100	-100
2019-12-08T19:19:13	-100	-100	-100	-100
2019-12-08T19:19:23	-100	-100	-100	-100
2019-12-08T19:19:33	-100	-100	-100	-100
2019-12-08T19:19:43	-100	-100	-100	-100
2019-12-08T19:19:53	-100	-100	-100	-100
2019-12-08T19:20:03	-100	-100	-100	-100
2019-12-08T19:20:13	-100	-100	-100	-100
2019-12-08T19:20:23	-100	-100	-100	-100
2019-12-08T19:20:33	-100	-100	-100	-100
2019-12-08T19:20:43	-100	-100	-100	-100
2019-12-08T19:20:53	-100	-100	-100	-100
2019-12-08T19:21:03	-100	-100	-100	-100
2019-12-08T19:21:13	-100	-100	-100	-100
2019-12-08T19:21:23	-100	-100	-100	-100
2019-12-08T19:21:33	-100	-100	-100	-100
2019-12-08T19:21:43	-100	-100	-100	-100
2019-12-08T19:21:53	-100	-100	-100	-100
2019-12-08T19:22:03	-100	-100	-100	-100
2019-12-08T19:22:13	-100	-100	-100	-100
2019-12-08T19:22:23	-100	-100	-100	-100
2019-12-08T19:22:33	-100	-100	-100	-100
2019-12-08T19:22:43	-100	-100	-100	-100
2019-12-08T19:22:53	-100	-100	-100	-100
2019-12-08T19:23:03	-100	-100	-100	-100
2019-12-08T19:23:13	-100	-100	-100	-100
2019-12-08T19:23:23	-100	-100	-100	-100
2019-12-08T19:23:33	-100	-100	-100	-100
2019-12-08T19:23:43	-100	-100	-100	-100
2019-12-08T19:23:53	-100	-100	-100	-100
2019-12-08T19:24:03	-100	-100	-100	-100
2019-12-08T19:24:13	-100	-100	-100	-100
2019-12-08T19:24:23	-100	-100	-100	-100
2019-12-08T19:24:33	-100	-100	-100	-100
2019-12-08T19:24:43	-100	-100	-100	-100
2019-12-08T19:24:53	-100	-100	-100	-100
2019-12-08T19:25:03	-100	-100	-100	-100
2019-12-08T19:25:13	-100	-100	-100	-100
2019-12-08T19:25:23	-100	-100	-100	-100
2019-12-08T19:25:33	-100	-100	-100	-100
2019-12-08T19:25:43	-100	-100	-100	-100
2019-12-08T19:25:53	-100	-100	-100	-100
2019-12-08T19:26:03	-100	-100	-100	-100
2019-12-08T19:26:13	-100	-100	-100	-100
2019-12-08T19:26:23	-100	-100	-100	-100
2019-12-08T19:26:33	-100	-100	-100	-100
2019-12-08T19:26:43	-100	-100	-100	-100
2019-12-08T19:26:53	-100	-100	-100	-100
2019-12-08T19:27:03	-100	-100	-100	-100
2019-12-08T19:27:13	-100	-100	-100	-100
2019-12-08T19:27:23	-100	-100	-100	-100
2019-12-08T19:27:33	-100	-100	-100	-100
2019-12-08T19:27:43	-100	-100	-100	-100
2019-12-08T19:27:53	-100	-100	-100	-100
2019-12-08T19:28:03	-100	-100	-100	-100
2019-12-08T19:28:13	-100	-100	-100	-100
2019-12-08T19:28:23	-100	-100	-100	-100
2019-12-08T19:28:33	-100	-100	-100	-100
2019-12-08T19:28:43	-100	-100	-100	-100
2019-12-08T19:28:53	-100	-100	-100	-100
2019-12-08T19:29:03	-100	-100	-100	-100
2019-12-08T19:29:13	-100	-100	-100	-100
2019-12-08T19:29:23	-100	-100	-100	-100
2019-12-08T19:29:33	-100	-100	-100	-100
2019-12-08T19:29:43	-100	-100	-100	-100
2019-12-08T19:29:53	-100	-100	-100	-100
2019-12-08T19:30:03	-100	-100	-100	-100
2019-12-08T19:30:13	-100	-100	-100	-100
2019-12-08T19:30:23	-100	-100	-100	-100
2019-12-08T19:30:33	-100	-100	-100	-100
2019-12-08T19:30:43	-100	-100	-100	-100
2019-12-08T19:30:53	-100	-100	-100	-100
2019-12-08T19:31:03	-100	-100	-100	-100
2019-12-08T19:31:13	-100	-100	-100	-100
2019-12-08T19:31:23	-100	-100	-100	-100
2019-12-08T19:31:33	-100	-100	-100	-100
2019-12-08T19:31:43	-100	-100	-100	-100
2019-12-08T19:31:53	-100	-100	-100	-100
2019-12-08T19:32:03	-100	-100	-100	-100
2019-12-08T19:32:13	-100	-100	-100	-100
2019-12-08T19:32:23	-100	-100	-100	-100
2019-12-08T19:32:33	-100	-100	-100	-100
2019-12-08T19:32:43	-100	-100	-100	-100
2019-12-08T19:32:53	-100	-100	-100	-100
2019-12-08T19:33:03	-100	-100	-100	-100
2019-12-08T19:33:13	-100	-100	-100	-100
2019-12-08T19:33:23	-100	-100	-100	-100
2019-12-08T19:33:33	-100	-100	-100	-100
2019-12-08T19:33:43	-100	-100	-100	-100
2019-12-08T19:33:53	-100	-100	-100	-100
2019-12-08T19:34:03	-100	-100	-100	-100
2019-12-08T19:34:13	-100	-100	-100	-100
2019-12-08T19:34:23	-100	-100	-100	-100
2019-12-08T19:34:33	-100	-100	-100	-100
2019-12-08T19:34:43	-100	-100	-100	-100
2019-12-08T19:34:53	-100	-100	-100	-100
2019-12-08T19:35:03	-100	-100	-100	-100
2019-12-08T19:35:13	-100	-100	-100	-100
2019-12-08T19:35:23	-100	-100	-100	-100
2019-12-08T19:35:33	-100	-100	-100	-100
2019-12-08T19:35:43	-100	-100	-100	-100
2019-12-08T19:35:53	-100	-100	-100	-100
2019-12-08T19:36:03	-100	-100	-100	-100
2019-12-08T19:36:13	-100	-100	-100	-100
2019-12-08T19:36:23	-100	-100	-100	-100
2019-12-08T19:36:33	-100	-100	-100	-100
2019-12-08T19:36:43	-100	-100	-100	-100
2019-12-08T19:36:53	-100	-100	-100	-100
2019-12-08T19:37:03	-100	-100	-100	-100
2019-12-08T19:37:13	-100	-100	-100	-100
2019-12-08T19:37:23	-100	-100	-100	-100
2019-12-08T19:37:33	-100	-100	-100	-100
2019-12-08T19:37:43	-100	-100	-100	-100
2019-12-08T19:37:53	-100	-100	-100	-100
2019-12-08T19:38:03	-100	-100	-100	-100
2019-12-08T19:38:13	-100	-100	-100	-100
2019-12-08T19:38:23	-100	-100	-100	-100
2019-12-08T19:38:33	-100	-100	-100	-100
2019-12-08T19:38:43	-100	-100	-100	-100
2019-12-08T19:38:53	-100	-100	-100	-100
2019-12-08T19:39:03	-100	-100	-100	-100
2019-12-08T19:39:13	-100	-100	-100	-100
2019-12-08T19:39:23	-100	-100	-100	-100
2019-12-08T19:39:33	-100	-100	-100	-100
2019-12-08T19:39:43	-100	-100	-100	-100
