time	T1	T2	T3	T4
2020-11-29T18:17:04	-100	-100	-100	-100
2020-11-29T18:17:14	-100	-100	-100	-100
2020-11-29T18:17:24	-100	-100	-100	-100
2020-11-29T18:17:34	-100	-100	-100	-100
2020-11-29T18:17:44	-100	-100	-100	-100
2020-11-29T18:17:54	-100	-100	-100	-100
2020-11-29T18:18:04	-100	-100	-100	-100
2020-11-29T18:18:14	-100	-100	-100	-100
2020-11-29T18:18:24	-100	-100	-100	-100
2020-11-29T18:18:34	-100	-100	-100	-100
2020-11-29T18:18:44	-100	-100	-100	-100
2020-11-29T18:18:54	-100	-100	-100	-100
2020-11-29T18:19:04	-100	-100	-100	-100
2020-11-29T18:19:14	-100	-100	-100	-100
2020-11-29T18:19:24	-100	-100	-100	-100
2020-11-29T18:19:34	-100	-100	-100	-100
2020-11-29T18:19:44	-100	-100	-100	-100
2020-11-29T18:19:54	-100	-100	-100	-100
2020-11-29T18:20:04	-100	-100	-100	-100
2020-11-29T18:20:14	-100	-100	-100	-100
2020-11-29T18:20:24	-100	-100	-100	-100
2020-11-29T18:20:34	-100	-100	-100	-100
2020-11-29T18:20:44	-100	-100	-100	-100
2020-11-29T18:20:54	-100	-100	-100	-100
2020-11-29T18:21:04	-100	-100	-100	-100
2020-11-29T18:21:14	-100	-100	-100	-100
2020-11-29T18:21:24	-100	-100	-100	-100
2020-11-29T18:21:34	-100	-100	-100	-100
2020-11-29T18:21:44	-100	-100	-100	-100
2020-11-29T18:21:54	-100	-100	-100	-100
2020-11-29T18:22:04	-100	-100	-100	-100
2020-11-29T18:22:14	-100	-100	-100	-100
2020-11-29T18:22:24	-100	-100	-100	-100
2020-11-29T18:22:34	-100	-100	-100	-100
2020-11-29T18:22:44	-100	-100	-100	-100
2020-11-29T18:22:54	-100	-100	-100	-100
2020-11-29T18:23:04	-100	-100	-100	-100
2020-11-29T18:23:14	-100	-100	-100	-100
2020-11-29T18:23:24	-100	-100	-100	-100
2020-11-29T18:23:34	-100	-100	-100	-100
2020-11-29T18:23:44	-100	-100	-100	-100
2020-11-29T18:23:54	-100	-100	-100	-100
2020-11-29T18:24:04	-100	-100	-100	-100
2020-11-29T18:24:14	-100	-100	-100	-100
2020-11-29T18:24:24	-100	-100	-100	-100
2020-11-29T18:24:34	-100	-100	-100	-100
2020-11-29T18:24:44	-100	-100	-100	-100
2020-11-29T18:24:54	-100	-100	-100	-100
2020-11-29T18:25:04	-100	-100	-100	-100
2020-11-29T18:25:14	-100	-100	-100	-100
2020-11-29T18:25:24	-100	-100	-100	-100
2020-11-29T18:25:34	-100	-100	-100	-100
2020-11-29T18:25:44	-100	-100	-100	-100
2020-11-29T18:25:54	-100	-100	-100	-100
2020-11-29T18:26:04	-100	-100	-100	-100
2020-11-29T18:26:14	-100	-100	-100	-100
2020-11-29T18:26:24	-100	-100	-100	-100
2020-11-29T18:26:34	-100	-100	-100	-100
2020-11-29T18:26:44	-100	-100	-100	-100
2020-11-29T18:26:54	-100	-100	-100	-100
2020-11-29T18:27:04	-100	-100	-100	-100
2020-11-29T18:27:14	-100	-100	-100	-100
2020-11-29T18:27:24	-100	-100	-100	-100
2020-11-29T18:27:34	-100	-100	-100	-100
2020-11-29T18:27:44	-100	-100	-100	-100
2020-11-29T18:27:54	-100	-100	-100	-100
2020-11-29T18:28:04	-100	-100	-100	-100
2020-11-29T18:28:14	-100	-100	-100	-100
2020-11-29T18:28:24	-100	-100	-100	-100
2020-11-29T18:28:34	-100	-100	-100	-100
2020-11-29T18:28:44	-100	-100	-100	-100
2020-11-29T18:28:54	-100	-100	-100	-100
2020-11-29T18:29:04	-100	-100	-100	-100
2020-11-29T18:29:14	-100	-100	-100	-100
2020-11-29T18:29:24	-100	-100	-100	-100
2020-11-29T18:29:34	-100	-100	-100	-100
2020-11-29T18:29:44	-100	-100	-100	-100
2020-11-29T18:29:54	-100	-100	-100	-100
2020-11-29T18:30:04	-100	-100	-100	-100
2020-11-29T18:30:14	-100	-100	-100	-100
2020-11-29T18:30:24	-100	-100	-100	-100
2020-11-29T18:30:34	-100	-100	-100	-100
2020-11-29T18:30:44	-100	-100	-100	-100
2020-11-29T18:30:54	-100	-100	-100	-100
2020-11-29T18:31:04	-100	-100	-100	-100
2020-11-29T18:31:14	-100	-100	-100	-100
2020-11-29T18:31:24	-100	-100	-100	-100
2020-11-29T18:31:34	-100	-100	-100	-100
2020-11-29T18:31:44	-100	-100	-100	-100
2020-11-29T18:31:54	-100	-100	-100	-100
2020-11-29T18:32:04	-100	-100	-100	-100
2020-11-29T18:32:14	-100	-100	-100	-100
2020-11-29T18:32:24	-100	-100	-100	-100
2020-11-29T18:32:34	-100	-100	-100	-100
2020-11-29T18:32:44	-100	-100	-100	-100
2020-11-29T18:32:54	-100	-100	-100	-100
2020-11-29T18:33:04	-100	-100	-100	-100
2020-11-29T18:33:14	-100	-100	-100	-100
2020-11-29T18:33:24	-100	-100	-100	-100
2020-11-29T18:33:34	-100	-100	-100	-100
2020-11-29T18:33:45	-100	-100	-100	-100
2020-11-29T18:33:55	-100	-100	-100	-100
2020-11-29T18:34:05	-100	-100	-100	-100
2020-11-29T18:34:15	-100	-100	-100	-100
2020-11-29T18:34:25	-100	-100	-100	-100
2020-11-29T18:34:35	-100	-100	-100	-100
2020-11-29T18:34:45	-100	-100	-100	-100
2020-11-29T18:34:55	-100	-100	-100	-100
2020-11-29T18:35:05	-100	-100	-100	-100
2020-11-29T18:35:15	-100	-100	-100	-100
2020-11-29T18:35:25	-100	-100	-100	-100
2020-11-29T18:35:35	-100	-100	-100	-100
2020-11-29T18:35:45	-100	-100	-100	-100
2020-11-29T18:35:55	-100	-100	-100	-100
2020-11-29T18:36:05	-100	-100	-100	-100
2020-11-29T18:36:15	-100	-100	-100	-100
2020-11-29T18:36:25	-100	-100	-100	-100
2020-11-29T18:36:35	-100	-100	-100	-100
2020-11-29T18:36:45	-100	-100	-100	-100
2020-11-29T18:36:55	-100	-100	-100	-100
2020-11-29T18:37:05	-100	-100	-100	-100
2020-11-29T18:37:15	-100	-100	-100	-100
2020-11-29T18:37:25	-100	-100	-100	-100
2020-11-29T18:37:35	-100	-100	-100	-100
2020-11-29T18:37:45	-100	-100	-100	-100
2020-11-29T18:37:55	-100	-100	-100	-100
2020-11-29T18:38:05	-100	-100	-100	-100
2020-11-29T18:38:15	-100	-100	-100	-100
2020-11-29T18:38:25	-100	-100	-100	-100
2020-11-29T18:38:35	-100	-100	-100	-100
2020-11-29T18:38:45	-100	-100	-100	-100
2020-11-29T18:38:55	-100	-100	-100	-100
2020-11-29T18:39:05	-100	-100	-100	-100
2020-11-29T18:39:15	-100	-100	-100	-100
2020-11-29T18:39:25	-100	-100	-100	-100
2020-11-29T18:39:35	-100	-100	-100	-100
2020-11-29T18:39:45	-100	-100	-100	-100
2020-11-29T18:39:55	-100	-100	-100	-100
2020-11-29T18:40:05	-100	-100	-100	-100
2020-11-29T18:40:15	-100	-100	-100	-100
2020-11-29T18:40:25	-100	-100	-100	-100
2020-11-29T18:40:35	-100	-100	-100	-100
2020-11-29T18:40:45	-100	-100	-100	-100
2020-11-29T18:40:55	-100	-100	-100	-100
2020-11-29T18:41:05	-100	-100	-100	-100
2020-11-29T18:41:15	-100	-100	-100	-100
2020-11-29T18:41:25	-100	-100	-100	-100
2020-11-29T18:41:35	-100	-100	-100	-100
2020-11-29T18:41:45	-100	-100	-100	-100
2020-11-29T18:41:55	-100	-100	-100	-100
2020-11-29T18:42:05	-100	-100	-100	-100
2020-11-29T18:42:15	-100	-100	-100	-100
2020-11-29T18:42:25	-100	-100	-100	-100
2020-11-29T18:42:35	-100	-100	-100	-100
2020-11-29T18:42:45	-100	-100	-100	-100
2020-11-29T18:42:55	-100	-100	-100	-100
2020-11-29T18:43:05	-100	-100	-100	-100
2020-11-29T18:43:15	-100	-100	-100	-100
2020-11-29T18:43:25	-100	-100	-100	-100
2020-11-29T18:43:35	-100	-100	-100	-100
2020-11-29T18:43:45	-100	-100	-100	-100
2020-11-29T18:43:55	-100	-100	-100	-100
2020-11-29T18:44:05	-100	-100	-100	-100
2020-11-29T18:44:15	-100	-100	-100	-100
2020-11-29T18:44:25	-100	-100	-100	-100
2020-11-29T18:44:35	-100	-100	-100	-100
2020-11-29T18:44:45	-100	-100	-100	-100
2020-11-29T18:44:55	-100	-100	-100	-100
2020-11-29T18:45:05	-100	-100	-100	-100
2020-11-29T18:45:15	-100	-100	-100	-100
2020-11-29T18:45:25	-100	-100	-100	-100
2020-11-29T18:45:35	-100	-100	-100	-100
2020-11-29T18:45:45	-100	-100	-100	-100
2020-11-29T18:45:55	-100	-100	-100	-100
2020-11-29T18:46:05	-100	-100	-100	-100
2020-11-29T18:46:15	-100	-100	-100	-100
2020-11-29T18:46:25	-100	-100	-100	-100
2020-11-29T18:46:35	-100	-100	-100	-100
2020-11-29T18:46:45	-100	-100	-100	-100
2020-11-29T18:46:55	-100	-100	-100	-100
2020-11-29T18:47:05	-100	-100	-100	-100
2020-11-29T18:47:15	-100	-100	-100	-100
2020-11-29T18:47:25	-100	-100	-100	-100
2020-11-29T18:47:35	-100	-100	-100	-100
2020-11-29T18:47:45	-100	-100	-100	-100
2020-11-29T18:47:55	-100	-100	-100	-100
2020-11-29T18:48:05	-100	-100	-100	-100
2020-11-29T18:48:15	-100	-100	-100	-100
2020-11-29T18:48:25	-100	-100	-100	-100
2020-11-29T18:48:35	-100	-100	-100	-100
2020-11-29T18:48:45	-100	-100	-100	-100
2020-11-29T18:48:55	-100	-100	-100	-100
2020-11-29T18:49:05	-100	-100	-100	-100
2020-11-29T18:49:15	-100	-100	-100	-100
2020-11-29T18:49:25	-100	-100	-100	-100
2020-11-29T18:49:35	-100	-100	-100	-100
2020-11-29T18:49:45	-100	-100	-100	-100
2020-11-29T18:49:55	-100	-100	-100	-100
2020-11-29T18:50:05	-100	-100	-100	-100
2020-11-29T18:50:15	-100	-100	-100	-100
2020-11-29T18:50:25	-100	-100	-100	-100
2020-11-29T18:50:35	-100	-100	-100	-100
2020-11-29T18:50:45	-100	-100	-100	-100
2020-11-29T18:50:55	-100	-100	-100	-100
2020-11-29T18:51:05	-100	-100	-100	-100
2020-11-29T18:51:15	-100	-100	-100	-100
2020-11-29T18:51:25	-100	-100	-100	-100
2020-11-29T18:51:35	-100	-100	-100	-100
2020-11-29T18:51:45	-100	-100	-100	-100
2020-11-29T18:51:55	-100	-100	-100	-100
2020-11-29T18:52:05	-100	-100	-100	-100
2020-11-29T18:52:15	-100	-100	-100	-100
2020-11-29T18:52:25	-100	-100	-100	-100
2020-11-29T18:52:35	-100	-100	-100	-100
2020-11-29T18:52:45	-100	-100	-100	-100
2020-11-29T18:52:55	-100	-100	-100	-100
2020-11-29T18:53:05	-100	-100	-100	-100
2020-11-29T18:53:15	-100	-100	-100	-100
2020-11-29T18:53:25	-100	-100	-100	-100
2020-11-29T18:53:35	-100	-100	-100	-100
2020-11-29T18:53:45	-100	-100	-100	-100
2020-11-29T18:53:55	-100	-100	-100	-100
2020-11-29T18:54:05	-100	-100	-100	-100
2020-11-29T18:54:15	-100	-100	-100	-100
2020-11-29T18:54:25	-100	-100	-100	-100
2020-11-29T18:54:35	-100	-100	-100	-100
2020-11-29T18:54:45	-100	-100	-100	-100
2020-11-29T18:54:55	-100	-100	-100	-100
2020-11-29T18:55:05	-100	-100	-100	-100
2020-11-29T18:55:15	-100	-100	-100	-100
2020-11-29T18:55:25	-100	-100	-100	-100
2020-11-29T18:55:35	-100	-100	-100	-100
2020-11-29T18:55:45	-100	-100	-100	-100
2020-11-29T18:55:55	-100	-100	-100	-100
2020-11-29T18:56:05	-100	-100	-100	-100
2020-11-29T18:56:16	-100	-100	-100	-100
2020-11-29T18:56:26	-100	-100	-100	-100
2020-11-29T18:56:36	-100	-100	-100	-100
2020-11-29T18:56:46	-100	-100	-100	-100
2020-11-29T18:56:56	-100	-100	-100	-100
2020-11-29T18:57:06	-100	-100	-100	-100
2020-11-29T18:57:16	-100	-100	-100	-100
2020-11-29T18:57:26	-100	-100	-100	-100
2020-11-29T18:57:36	-100	-100	-100	-100
2020-11-29T18:57:46	-100	-100	-100	-100
2020-11-29T18:57:56	-100	-100	-100	-100
2020-11-29T18:58:06	-100	-100	-100	-100
2020-11-29T18:58:16	-100	-100	-100	-100
2020-11-29T18:58:26	-100	-100	-100	-100
2020-11-29T18:58:36	-100	-100	-100	-100
2020-11-29T18:58:46	-100	-100	-100	-100
